Group,sent_type,struc,prime_type,verb,verb_num,sent_id,sentence
list_2D_rev,target,rrc_ambig,prog_rrc,described,1,described1,The boy described
list_2D_rev,filler,filler,NA,NA,NA,Filler2,The ornate clock chimed
list_2D_rev,filler,filler,NA,NA,NA,Filler28,The girl apologized to her parents for
list_2D_rev,filler,filler,NA,NA,NA,Filler6,The married couple arose before dawn in order to
list_2D_rev,prime,rrc_ambig,NA,sketched,2,sketched2,The apprentice sketched
list_2D_rev,target,rrc_ambig,rrc_ambig,sketched,1,sketched1,The culprit sketched
list_2D_rev,filler,filler,NA,NA,NA,Filler29,The sparkles on the celebrity's dress
list_2D_rev,prime,prog_rrc,NA,identified,2,identified2,The warden being identified by the prisoner
list_2D_rev,target,rrc_ambig,prog_rrc,identified,1,identified1,The thief identified
list_2D_rev,filler,filler,NA,NA,NA,Filler30,The film critic wept
list_2D_rev,prime,rrc,NA,consoled,2,consoled2,The teenager consoled by the friend
list_2D_rev,target,rrc_ambig,rrc,consoled,1,consoled1,The widow consoled
list_2D_rev,filler,filler,NA,NA,NA,Filler31,The laptops were too expensive for
list_2D_rev,prime,urc,NA,accompanied,2,accompanied2,The children who were accompanied by the guardian
list_2D_rev,target,rrc_ambig,urc,accompanied,1,accompanied1,The prince accompanied
list_2D_rev,filler,filler,NA,NA,NA,Filler32,The pilots flew over the city where
list_2D_rev,filler,filler,NA,NA,NA,Filler19,The energetic cat
list_2D_rev,prime,rrc,NA,recorded,2,recorded2,The management recorded by the employee
list_2D_rev,target,rrc_ambig,rrc,recorded,1,recorded1,The priest recorded
list_2D_rev,filler,filler,NA,NA,NA,Filler33,All the parents at the meeting
list_2D_rev,prime,rrc_ambig,NA,selected,2,selected2,The professor selected
list_2D_rev,target,rrc_ambig,rrc_ambig,selected,1,selected1,The applicant selected
list_2D_rev,filler,filler,NA,NA,NA,Filler34,The hotel bathroom paint was
list_2D_rev,prime,prog_rrc,NA,introduced,2,introduced2,The producer being introduced by the association
list_2D_rev,target,rrc_ambig,prog_rrc,introduced,1,introduced1,The speaker introduced
list_2D_rev,filler,filler,NA,NA,NA,Filler21,The chairman spoke for half an hour at
list_2D_rev,filler,filler,NA,NA,NA,Filler35,The storekeepers were afraid that riots
list_2D_rev,prime,rrc_ambig,NA,recognized,2,recognized2,The actor recognized
list_2D_rev,target,rrc_ambig,rrc_ambig,recognized,1,recognized1,The man recognized
list_2D_rev,filler,filler,NA,NA,NA,Filler36,Each of the cab drivers
list_2D_rev,filler,filler,NA,NA,NA,Filler15,The basketball player's ankle
list_2D_rev,prime,prog_rrc,NA,examined,2,examined2,The engineer being examined by the licensor
list_2D_rev,target,rrc_ambig,prog_rrc,examined,1,examined1,The defendant examined
list_2D_rev,filler,filler,NA,NA,NA,Filler37,The girls on the basketball team
list_2D_rev,prime,urc,NA,congratulated,2,congratulated2,The actress who was congratulated by the director
list_2D_rev,target,rrc_ambig,urc,congratulated,1,congratulated1,The captain congratulated
list_2D_rev,filler,filler,NA,NA,NA,Filler38,The school principal labored constantly all summer
list_2D_rev,prime,rrc,NA,captured,2,captured2,The witch captured by the peasant
list_2D_rev,target,rrc_ambig,rrc,captured,1,captured1,The policeman captured
list_2D_rev,filler,filler,NA,NA,NA,Filler8,The student pretended to
list_2D_rev,filler,filler,NA,NA,NA,Filler3,A different kind of fire arose within Andrew as
list_2D_rev,filler,filler,NA,NA,NA,Filler39,The wallpaper was a perfect choice for
list_2D_rev,filler,filler,NA,NA,NA,Filler5,The kindergartner bade good bye
list_2D_rev,prime,rrc_ambig,NA,admired,2,admired2,The princess admired
list_2D_rev,target,rrc_ambig,rrc_ambig,admired,1,admired1,The singer admired
list_2D_rev,filler,filler,NA,NA,NA,Filler40,The flags in the gym
list_2D_rev,filler,filler,NA,NA,NA,Filler18,The talented lawyer argued that his client
list_2D_rev,prime,rrc,NA,challenged,2,challenged2,The scientist challenged by the journalist
list_2D_rev,target,rrc_ambig,rrc,challenged,1,challenged1,The protestors challenged
list_2D_rev,filler,filler,NA,NA,NA,Filler41,They drew lots to settle who should
list_2D_rev,prime,prog_rrc,NA,scratched,2,scratched2,The toddler being scratched by the table
list_2D_rev,target,rrc_ambig,prog_rrc,scratched,1,scratched1,The girl scratched
list_2D_rev,filler,filler,NA,NA,NA,Filler42,The dieting boy deprived himself of sweets and
list_2D_rev,prime,rrc,NA,attacked,2,attacked2,The lion attacked by the hunter
list_2D_rev,target,rrc_ambig,rrc,attacked,1,attacked1,The troops attacked
list_2D_rev,filler,filler,NA,NA,NA,Filler43,The contestants each ate
list_2D_rev,filler,filler,NA,NA,NA,Filler22,The rabbit hopped across the street
list_2D_rev,prime,prog_rrc,NA,betrayed,2,betrayed2,The king being betrayed by the genie
list_2D_rev,target,rrc_ambig,prog_rrc,betrayed,1,betrayed1,The politician betrayed
list_2D_rev,filler,filler,NA,NA,NA,Filler44,The bulldozers were removing rubble from
list_2D_rev,prime,urc,NA,encouraged,2,encouraged2,The musician who was encouraged by the crowd
list_2D_rev,target,rrc_ambig,urc,encouraged,1,encouraged1,The gymnast encouraged
list_2D_rev,filler,filler,NA,NA,NA,Filler13,The friends studied together all day for
list_2D_rev,filler,filler,NA,NA,NA,Filler45,Patrick woke up to find himself
list_2D_rev,prime,rrc,NA,envied,2,envied2,The principal envied by the administration
list_2D_rev,target,rrc_ambig,rrc,envied,1,envied1,The officer envied
list_2D_rev,filler,filler,NA,NA,NA,Filler46,Maria went upstairs and
list_2D_rev,filler,filler,NA,NA,NA,Filler17,The seated boy rose up to answer
list_2D_rev,prime,urc,NA,studied,2,studied2,The writer who was studied by the scholar
list_2D_rev,target,rrc_ambig,urc,studied,1,studied1,The soldier studied
list_2D_rev,filler,filler,NA,NA,NA,Filler47,Lily trod on a lot of toes when
list_2D_rev,filler,filler,NA,NA,NA,Filler7,The spy came
list_2D_rev,prime,rrc_ambig,NA,approached,2,approached2,The clerk approached
list_2D_rev,target,rrc_ambig,rrc_ambig,approached,1,approached1,The student approached
list_2D_rev,filler,filler,NA,NA,NA,Filler9,Foreigners unfailingly fall in love with
list_2D_rev,filler,filler,NA,NA,NA,Filler48,Adam's hand shook slightly as
